ID,start_time,end_time,player,team,action,half,pos_x,pos_y
2858,75:51,76:11,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,90.3,34.0
2859,75:52,76:12,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,2nd half,0.0,0.0
2860,75:52,76:12,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,0.0,0.0
2861,75:52,76:12,6. Alexandra Linsley Long Batista,OL Reign,Errors,2nd half,0.0,0.0
2862,75:52,76:12,4. Megan Leigh Oyster,OL Reign,Errors leading to goal,2nd half,0.0,0.0
2863,75:52,76:12,4. Megan Leigh Oyster,OL Reign,Errors,2nd half,0.0,0.0
2864,75:52,76:12,6. Alexandra Linsley Long Batista,OL Reign,Errors leading to goal,2nd half,0.0,0.0
2865,75:52,76:12,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,96.6,35.7
2866,77:24,77:44,9. Caitlin Jade Foord,Portland Thorns,Challenges (lost),2nd half,65.9,2.4
2867,77:24,77:44,4. Megan Leigh Oyster,OL Reign,Challenges (won),2nd half,39.1,65.6
2868,77:40,78:00,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,2nd half,56.7,0.0
2869,77:40,78:00,15. Ellie Madison Carpenter,Portland Thorns,Passes accurate,2nd half,56.7,0.0
2870,77:42,78:02,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,67.8,2.2
2871,77:44,78:04,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,64.9,1.2
2872,77:44,78:04,7. Ana Maria Crnogorcevic,Portland Thorns,Passes accurate,2nd half,64.9,1.2
2873,77:45,78:05,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,60.5,5.0
2874,77:45,78:05,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,2nd half,60.5,5.0
2875,77:46,78:06,15. Ellie Madison Carpenter,Portland Thorns,Passes (inaccurate),2nd half,55.7,1.7
2876,77:46,78:06,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,2nd half,55.7,1.7
2877,77:46,78:06,15. Ellie Madison Carpenter,Portland Thorns,Lost balls,2nd half,78.5,16.5
2878,77:48,78:08,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,2nd half,26.5,51.5
2879,77:48,78:08,6. Alexandra Linsley Long Batista,OL Reign,Picking-ups,2nd half,26.5,51.5
2880,77:51,78:11,6. Alexandra Linsley Long Batista,OL Reign,Passes (inaccurate),2nd half,26.7,43.1
2881,77:51,78:11,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,2nd half,26.7,43.1
2882,77:54,78:14,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes (inaccurate),2nd half,63.6,54.8
2883,77:54,78:14,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,63.6,54.8
2884,77:54,78:14,25. Meghan Elizabeth Klingenberg,Portland Thorns,Interceptions (in opp. half),2nd half,63.6,54.8
2885,77:54,78:14,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,63.6,54.8
2886,77:54,78:14,25. Meghan Elizabeth Klingenberg,Portland Thorns,Interceptions,2nd half,63.6,54.8
2887,77:54,78:14,8. Theresa Eslund,OL Reign,Interceptions,2nd half,38.4,12.7
2888,77:54,78:14,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,38.4,12.7
2889,77:55,78:15,17. Beverly Yanez,OL Reign,Positional attacks,2nd half,41.6,15.6
2890,77:55,78:15,17. Beverly Yanez,OL Reign,Picking-ups,2nd half,41.6,15.6
2891,77:56,78:16,10. Lindsey Michelle Horan,Portland Thorns,Challenges (won),2nd half,63.0,52.0
2892,77:56,78:16,17. Beverly Yanez,OL Reign,Challenges (lost),2nd half,42.0,16.0
2893,77:56,78:16,10. Lindsey Michelle Horan,Portland Thorns,Tackles (Successful actions),2nd half,63.0,52.0
2894,77:56,78:16,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,63.0,52.0
2895,77:59,78:19,17. Beverly Yanez,OL Reign,Positional attacks,2nd half,36.5,16.8
2896,77:59,78:19,17. Beverly Yanez,OL Reign,Challenges (won),2nd half,36.5,16.8
2897,77:59,78:19,12. Christine Margaret Sinclair,Portland Thorns,Challenges (lost),2nd half,68.5,51.2
2898,78:01,78:21,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,73.7,47.2
2899,78:01,78:21,10. Lindsey Michelle Horan,Portland Thorns,Picking-ups (in opp. half),2nd half,73.7,47.2
2900,78:01,78:21,10. Lindsey Michelle Horan,Portland Thorns,Picking-ups,2nd half,73.7,47.2
2901,78:01,78:21,10. Lindsey Michelle Horan,Portland Thorns,Passes (inaccurate),2nd half,73.7,47.2
2902,78:01,78:21,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,73.7,47.2
2903,78:03,78:23,4. Megan Leigh Oyster,OL Reign,Interceptions,2nd half,22.9,9.1
2904,78:03,78:23,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,22.9,9.1
2905,78:05,78:25,4. Megan Leigh Oyster,OL Reign,Passes (inaccurate),2nd half,30.2,4.5
2906,78:05,78:25,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,30.2,4.5
2907,78:06,78:26,12. Christine Margaret Sinclair,Portland Thorns,Interceptions (in opp. half),2nd half,71.8,64.6
2908,78:06,78:26,12. Christine Margaret Sinclair,Portland Thorns,Interceptions,2nd half,71.8,64.6
2909,78:06,78:26,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,2nd half,71.8,64.6
2910,78:21,78:41,8. Theresa Eslund,OL Reign,Passes accurate,2nd half,34.0,0.0
2911,78:21,78:41,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,34.0,0.0
2912,78:23,78:43,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,33.4,22.0
2913,78:24,78:44,3. Lauren Kate Barnes,OL Reign,Passes accurate,2nd half,36.5,24.4
2914,78:24,78:44,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,36.5,24.4
2915,78:27,78:47,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,46.2,59.1
2916,78:29,78:49,7. Stephanie-Elise Catley,OL Reign,Passes accurate,2nd half,48.5,62.0
2917,78:29,78:49,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,48.5,62.0
2918,78:31,78:51,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,41.4,54.4
2919,78:32,78:52,20. Rumi Utsugi,OL Reign,Passes (inaccurate),2nd half,44.9,58.4
2920,78:32,78:52,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,44.9,58.4
2921,78:34,78:54,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,26.0,24.4
2922,78:34,78:54,4. Emily Townsend Menges,Portland Thorns,Picking-ups,2nd half,26.0,24.4
2923,78:34,78:54,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,26.0,24.4
2924,78:34,78:54,4. Emily Townsend Menges,Portland Thorns,Passes (inaccurate),2nd half,26.0,24.4
2925,78:36,78:56,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,2nd half,62.4,37.4
2926,78:36,78:56,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,2nd half,62.4,37.4
2927,78:36,78:56,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,2nd half,62.4,37.4
2928,78:36,78:56,6. Alexandra Linsley Long Batista,OL Reign,Interceptions,2nd half,62.4,37.4
2929,78:36,78:56,6. Alexandra Linsley Long Batista,OL Reign,Interceptions (in opp. half),2nd half,62.4,37.4
2930,78:38,78:58,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,40.5,34.0
2931,78:40,79:00,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,46.0,33.3
2932,78:40,79:00,4. Megan Leigh Oyster,OL Reign,Passes (inaccurate),2nd half,46.0,33.3
2933,78:43,79:03,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,2nd half,22.7,15.3
2934,78:43,79:03,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,2nd half,22.7,15.3
2935,78:43,79:03,15. Ellie Madison Carpenter,Portland Thorns,Passes (inaccurate),2nd half,22.7,15.3
2936,78:43,79:03,15. Ellie Madison Carpenter,Portland Thorns,Interceptions,2nd half,22.7,15.3
2937,78:44,79:04,10. Jessica Anne Fishlock,OL Reign,Passes accurate,2nd half,74.3,50.0
2938,78:44,79:04,10. Jessica Anne Fishlock,OL Reign,Positional attacks,2nd half,74.3,50.0
2939,78:44,79:04,10. Jessica Anne Fishlock,OL Reign,Positional attacks,2nd half,74.3,50.0
2940,78:44,79:04,10. Jessica Anne Fishlock,OL Reign,Picking-ups,2nd half,74.3,50.0
2941,78:44,79:04,10. Jessica Anne Fishlock,OL Reign,Picking-ups (in opp. half),2nd half,74.3,50.0
2942,78:46,79:06,15. Megan Anna Rapinoe,OL Reign,Lost balls,2nd half,90.1,35.2
2943,78:46,79:06,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,78.3,55.5
2944,78:46,79:06,15. Megan Anna Rapinoe,OL Reign,Passes into the penalty box,2nd half,78.3,55.5
2945,78:46,79:06,15. Megan Anna Rapinoe,OL Reign,Passes (inaccurate),2nd half,78.3,55.5
2946,78:47,79:07,4. Emily Townsend Menges,Portland Thorns,Counter-attacks,2nd half,14.9,32.8
2947,78:47,79:07,4. Emily Townsend Menges,Portland Thorns,Passes accurate,2nd half,14.9,32.8
2948,78:47,79:07,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,14.9,32.8
2949,78:47,79:07,4. Emily Townsend Menges,Portland Thorns,Interceptions,2nd half,14.9,32.8
2950,78:47,79:07,10. Lindsey Michelle Horan,Portland Thorns,Counter-attacks,2nd half,20.4,29.9
2951,78:47,79:07,10. Lindsey Michelle Horan,Portland Thorns,Passes accurate,2nd half,20.4,29.9
2952,78:48,79:08,4. Emily Townsend Menges,Portland Thorns,Counter-attacks,2nd half,17.8,33.5
2953,78:51,79:11,4. Emily Townsend Menges,Portland Thorns,Counter-attacks,2nd half,31.9,28.0
2954,78:51,79:11,4. Emily Townsend Menges,Portland Thorns,Passes accurate,2nd half,31.9,28.0
2955,78:51,79:11,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,2nd half,33.0,34.0
2956,78:53,79:13,12. Christine Margaret Sinclair,Portland Thorns,Passes accurate,2nd half,30.0,37.1
2957,78:53,79:13,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,2nd half,30.0,37.1
2958,78:54,79:14,25. Meghan Elizabeth Klingenberg,Portland Thorns,Counter-attacks,2nd half,18.9,47.2
2959,78:55,79:15,25. Meghan Elizabeth Klingenberg,Portland Thorns,Counter-attacks,2nd half,20.4,47.4
2960,78:55,79:15,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,2nd half,20.4,47.4
2961,78:56,79:16,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,2nd half,29.6,45.3
2962,78:58,79:18,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,2nd half,30.7,48.4
2963,78:58,79:18,12. Christine Margaret Sinclair,Portland Thorns,Passes accurate,2nd half,30.7,48.4
2964,79:00,79:20,9. Caitlin Jade Foord,Portland Thorns,Lost balls,2nd half,61.3,59.6
2965,79:00,79:20,4. Megan Leigh Oyster,OL Reign,Counter-attacks,2nd half,43.7,8.4
2966,79:00,79:20,9. Caitlin Jade Foord,Portland Thorns,Challenges (lost),2nd half,61.3,59.6
2967,79:00,79:20,4. Megan Leigh Oyster,OL Reign,Challenges (won),2nd half,43.7,8.4
2968,79:01,79:21,4. Megan Leigh Oyster,OL Reign,Passes accurate,2nd half,44.1,3.4
2969,79:01,79:21,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,44.1,3.4
2970,79:03,79:23,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,48.7,6.0
2971,79:03,79:23,8. Theresa Eslund,OL Reign,Passes accurate,2nd half,48.7,6.0
2972,79:05,79:25,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,33.6,23.0
2973,79:05,79:25,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,34.4,23.2
2974,79:05,79:25,3. Lauren Kate Barnes,OL Reign,Passes accurate,2nd half,34.4,23.2
2975,79:07,79:27,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,39.9,35.4
2976,79:09,79:29,20. Rumi Utsugi,OL Reign,Passes accurate,2nd half,40.5,40.9
2977,79:09,79:29,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,40.5,40.9
2978,79:11,79:31,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,49.3,65.4
2979,79:12,79:32,7. Stephanie-Elise Catley,OL Reign,Passes accurate,2nd half,49.1,65.6
2980,79:12,79:32,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,49.1,65.6
2981,79:14,79:34,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,46.4,57.5
2982,79:17,79:37,20. Rumi Utsugi,OL Reign,Passes accurate,2nd half,34.4,58.4
2983,79:17,79:37,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,34.4,58.4
2984,79:20,79:40,1. Lydia Grace Yilkari Williams,OL Reign,Passes accurate,2nd half,12.2,41.9
2985,79:20,79:40,1. Lydia Grace Yilkari Williams,OL Reign,Positional attacks,2nd half,12.2,41.9
2986,79:22,79:42,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,26.0,61.5
2987,79:23,79:43,20. Rumi Utsugi,OL Reign,Passes accurate,2nd half,26.9,62.3
2988,79:23,79:43,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,26.9,62.3
2989,79:25,79:45,15. Megan Anna Rapinoe,OL Reign,Dribbling,2nd half,47.9,60.8
2990,79:25,79:45,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,47.9,60.8
2991,79:27,79:47,15. Megan Anna Rapinoe,OL Reign,Dribbles (Successful actions),2nd half,50.2,40.9
2992,79:27,79:47,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,50.2,40.9
2993,79:27,79:47,4. Emily Townsend Menges,Portland Thorns,Challenges (lost),2nd half,54.8,27.1
2994,79:27,79:47,4. Emily Townsend Menges,Portland Thorns,Tackles (Unsuccessful actions),2nd half,54.8,27.1
2995,79:32,79:52,15. Megan Anna Rapinoe,OL Reign,Passes accurate,2nd half,73.1,34.5
2996,79:32,79:52,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,73.1,34.5
2997,79:32,79:52,15. Megan Anna Rapinoe,OL Reign,Extra attacking pass,2nd half,73.1,34.5
2998,79:32,79:52,17. Beverly Yanez,OL Reign,Positional attacks,2nd half,80.6,19.6
2999,79:33,79:53,17. Beverly Yanez,OL Reign,Positional attacks,2nd half,87.6,22.5
3000,79:34,79:54,17. Beverly Yanez,OL Reign,Positional attacks,2nd half,91.8,23.7
3001,79:34,79:54,25. Meghan Elizabeth Klingenberg,Portland Thorns,Challenges (lost),2nd half,13.2,44.3
3002,79:34,79:54,17. Beverly Yanez,OL Reign,Dribbles (Successful actions),2nd half,91.8,23.7
3003,79:34,79:54,25. Meghan Elizabeth Klingenberg,Portland Thorns,Tackles (Unsuccessful actions),2nd half,13.2,44.3
3004,79:35,79:55,17. Beverly Yanez,OL Reign,Positional attacks,2nd half,92.6,27.5
3005,79:35,79:55,17. Beverly Yanez,OL Reign,Bad ball control,2nd half,92.6,27.5
3006,79:35,79:55,17. Beverly Yanez,OL Reign,Positional attacks,2nd half,0.0,0.0
3007,79:37,79:57,16. Emily Ann Sonnett,Portland Thorns,Picking-ups,2nd half,7.1,40.0
3008,79:37,79:57,16. Emily Ann Sonnett,Portland Thorns,Positional attacks,2nd half,7.1,40.0
3009,79:37,79:57,16. Emily Ann Sonnett,Portland Thorns,Positional attacks,2nd half,7.1,40.0
3010,79:43,80:03,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,69.5,2.9
3011,79:43,80:03,4. Megan Leigh Oyster,OL Reign,Picking-ups (in opp. half),2nd half,69.5,2.9
3012,79:43,80:03,4. Megan Leigh Oyster,OL Reign,Picking-ups,2nd half,69.5,2.9
3013,79:45,80:05,4. Megan Leigh Oyster,OL Reign,Passes accurate,2nd half,73.7,3.1
3014,79:45,80:05,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,73.7,3.1
3015,79:45,80:05,4. Megan Leigh Oyster,OL Reign,Passes into the penalty box,2nd half,73.7,3.1
3016,79:45,80:05,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,73.7,3.1
3017,79:45,80:05,4. Megan Leigh Oyster,OL Reign,Crosses (accurate),2nd half,73.7,3.1
3018,79:47,80:07,15. Megan Anna Rapinoe,OL Reign,Wide shot,2nd half,91.6,39.3
3019,79:47,80:07,15. Megan Anna Rapinoe,OL Reign,Shots,2nd half,91.6,39.3
3020,79:47,80:07,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,91.6,39.3
3021,79:47,80:07,24. Adrianna Nichole Franch,Portland Thorns,Wide shot (Goalkeepers),2nd half,13.4,28.7
3022,79:47,80:07,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,91.6,39.3
3023,79:47,80:07,7. Ana Maria Crnogorcevic,Portland Thorns,Air challenges (lost),2nd half,13.4,28.7
3024,79:47,80:07,15. Megan Anna Rapinoe,OL Reign,Challenges (won),2nd half,91.6,39.3
3025,79:47,80:07,7. Ana Maria Crnogorcevic,Portland Thorns,Challenges (lost),2nd half,13.4,28.7
3026,79:47,80:07,15. Megan Anna Rapinoe,OL Reign,Air challenges (won),2nd half,91.6,39.3
3027,80:16,80:36,24. Adrianna Nichole Franch,Portland Thorns,Goal kicks,2nd half,5.5,39.5
3028,80:16,80:36,24. Adrianna Nichole Franch,Portland Thorns,Passes accurate,2nd half,5.5,39.5
3029,80:19,80:39,17. Beverly Yanez,OL Reign,Air challenges (lost),2nd half,61.3,5.3
3030,80:19,80:39,12. Christine Margaret Sinclair,Portland Thorns,Air challenges (won),2nd half,43.7,62.7
3031,80:19,80:39,12. Christine Margaret Sinclair,Portland Thorns,Passes (inaccurate),2nd half,43.7,62.7
3032,80:19,80:39,12. Christine Margaret Sinclair,Portland Thorns,Challenges (won),2nd half,43.7,62.7
3033,80:19,80:39,17. Beverly Yanez,OL Reign,Challenges (lost),2nd half,61.3,5.3
3034,80:19,80:39,12. Christine Margaret Sinclair,Portland Thorns,Lost balls,2nd half,56.3,62.0
3035,80:19,80:39,8. Theresa Eslund,OL Reign,Picking-ups,2nd half,48.7,6.0
3036,80:19,80:39,8. Theresa Eslund,OL Reign,Passes accurate,2nd half,48.7,6.0
3037,80:19,80:39,8. Theresa Eslund,OL Reign,Counter-attacks,2nd half,48.7,6.0
3038,80:21,80:41,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,2nd half,47.2,11.5
3039,80:22,80:42,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,2nd half,43.3,12.0
3040,80:22,80:42,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,2nd half,43.3,12.0
3041,80:24,80:44,4. Megan Leigh Oyster,OL Reign,Counter-attacks,2nd half,33.4,5.0
3042,80:24,80:44,4. Megan Leigh Oyster,OL Reign,Passes accurate,2nd half,33.4,5.0
3043,80:26,80:46,4. Emily Townsend Menges,Portland Thorns,Challenges (won),2nd half,39.9,52.9
3044,80:26,80:46,14. Jodie Lee Taylor,OL Reign,Challenges (lost),2nd half,65.1,15.1
3045,80:26,80:46,4. Emily Townsend Menges,Portland Thorns,Passes accurate,2nd half,39.9,52.9
3046,80:26,80:46,4. Emily Townsend Menges,Portland Thorns,Counter-attacks,2nd half,39.9,52.9
3047,80:26,80:46,14. Jodie Lee Taylor,OL Reign,Air challenges (lost),2nd half,65.1,15.1
3048,80:26,80:46,4. Emily Townsend Menges,Portland Thorns,Air challenges (won),2nd half,39.9,52.9
3049,80:26,80:46,14. Jodie Lee Taylor,OL Reign,Lost balls,2nd half,65.1,15.1
3050,80:26,80:46,4. Emily Townsend Menges,Portland Thorns,Counter-attacks,2nd half,39.9,52.9
3051,80:28,80:48,6. Alexandra Linsley Long Batista,OL Reign,Challenges (lost),2nd half,49.1,15.1
3052,80:28,80:48,10. Lindsey Michelle Horan,Portland Thorns,Air challenges (won),2nd half,55.9,52.9
3053,80:28,80:48,10. Lindsey Michelle Horan,Portland Thorns,Counter-attacks,2nd half,55.9,52.9
3054,80:28,80:48,10. Lindsey Michelle Horan,Portland Thorns,Challenges (won),2nd half,55.9,52.9
3055,80:28,80:48,6. Alexandra Linsley Long Batista,OL Reign,Air challenges (lost),2nd half,49.1,15.1
3056,80:28,80:48,6. Alexandra Linsley Long Batista,OL Reign,Fouls,2nd half,49.1,15.8
3057,80:28,80:48,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,2nd half,49.1,15.8
3058,81:29,81:49,16. Emily Ann Sonnett,Portland Thorns,Passes into the penalty box,2nd half,55.7,51.5
3059,81:29,81:49,16. Emily Ann Sonnett,Portland Thorns,Lost balls,2nd half,93.2,20.6
3060,81:29,81:49,16. Emily Ann Sonnett,Portland Thorns,Free-kick attacks,2nd half,55.7,51.5
3061,81:29,81:49,16. Emily Ann Sonnett,Portland Thorns,Free-kick attacks,2nd half,55.7,51.5
3062,81:29,81:49,16. Emily Ann Sonnett,Portland Thorns,Passes (inaccurate),2nd half,55.7,51.5
3063,81:32,81:52,17. Beverly Yanez,OL Reign,Free-kick attacks,2nd half,11.8,47.4
3064,81:32,81:52,17. Beverly Yanez,OL Reign,Interceptions,2nd half,11.8,47.4
3065,82:15,82:35,17. Tobin Powell Powell Heath,Portland Thorns,Passes (inaccurate),2nd half,105.0,0.0
3066,82:15,82:35,17. Tobin Powell Powell Heath,Portland Thorns,Corner attacks,2nd half,105.0,0.0
3067,82:15,82:35,17. Tobin Powell Powell Heath,Portland Thorns,Corner attacks,2nd half,105.0,0.0
3068,82:15,82:35,17. Tobin Powell Powell Heath,Portland Thorns,Passes into the penalty box,2nd half,105.0,0.0
3069,82:17,82:37,3. Lauren Kate Barnes,OL Reign,Interceptions,2nd half,3.6,40.2
3070,82:17,82:37,3. Lauren Kate Barnes,OL Reign,Corner attacks,2nd half,3.6,40.2
3071,82:19,82:39,15. Megan Anna Rapinoe,OL Reign,Corner attacks,2nd half,13.2,46.7
3072,82:19,82:39,15. Megan Anna Rapinoe,OL Reign,Picking-ups,2nd half,13.2,46.7
3073,82:21,82:41,10. Lindsey Michelle Horan,Portland Thorns,Tackles (Successful actions),2nd half,91.8,23.2
3074,82:21,82:41,10. Lindsey Michelle Horan,Portland Thorns,Challenges (won),2nd half,91.8,23.2
3075,82:21,82:41,15. Megan Anna Rapinoe,OL Reign,Challenges (lost),2nd half,13.2,44.8
3076,82:21,82:41,10. Lindsey Michelle Horan,Portland Thorns,Corner attacks,2nd half,91.8,23.2
3077,82:22,82:42,15. Megan Anna Rapinoe,OL Reign,Challenges (won),2nd half,13.2,48.6
3078,82:22,82:42,16. Emily Ann Sonnett,Portland Thorns,Challenges (lost),2nd half,91.8,19.4
3079,82:22,82:42,15. Megan Anna Rapinoe,OL Reign,Corner attacks,2nd half,13.2,48.6
3080,82:25,82:45,17. Tobin Powell Powell Heath,Portland Thorns,Picking-ups (in opp. half),2nd half,79.4,15.6
3081,82:25,82:45,17. Tobin Powell Powell Heath,Portland Thorns,Corner attacks,2nd half,79.4,15.6
3082,82:25,82:45,17. Tobin Powell Powell Heath,Portland Thorns,Picking-ups,2nd half,79.4,15.6
3083,82:28,82:48,15. Megan Anna Rapinoe,OL Reign,Tackles (Successful actions),2nd half,21.6,55.5
3084,82:28,82:48,15. Megan Anna Rapinoe,OL Reign,Challenges (won),2nd half,21.6,55.5
3085,82:28,82:48,17. Tobin Powell Powell Heath,Portland Thorns,Challenges (lost),2nd half,83.4,12.5
3086,82:28,82:48,17. Tobin Powell Powell Heath,Portland Thorns,Lost balls,2nd half,83.4,12.5
3087,82:28,82:48,17. Tobin Powell Powell Heath,Portland Thorns,Dribbles (Unsuccessful actions),2nd half,83.4,12.5
3088,82:28,82:48,17. Tobin Powell Powell Heath,Portland Thorns,Corner attacks,2nd half,83.4,12.5
3089,82:29,82:49,15. Megan Anna Rapinoe,OL Reign,Passes accurate,2nd half,17.9,55.8
3090,82:31,82:51,3. Lauren Kate Barnes,OL Reign,Passes (inaccurate),2nd half,13.0,50.8
3091,82:31,82:51,3. Lauren Kate Barnes,OL Reign,Lost balls (in opp. half),2nd half,38.6,12.0
3092,82:31,82:51,3. Lauren Kate Barnes,OL Reign,Lost balls,2nd half,38.6,12.0
3093,82:34,82:54,25. Meghan Elizabeth Klingenberg,Portland Thorns,Picking-ups,2nd half,66.4,56.0
3094,82:34,82:54,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,66.4,56.0
3095,82:34,82:54,25. Meghan Elizabeth Klingenberg,Portland Thorns,Picking-ups (in opp. half),2nd half,66.4,56.0
3096,82:34,82:54,25. Meghan Elizabeth Klingenberg,Portland Thorns,Dribbling,2nd half,66.4,56.0
3097,82:39,82:59,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,87.6,62.5
3098,82:39,82:59,25. Meghan Elizabeth Klingenberg,Portland Thorns,Crosses (inaccurate),2nd half,87.6,62.5
3099,82:39,82:59,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes (inaccurate),2nd half,87.6,62.5
3100,82:39,82:59,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,87.6,62.5
3101,82:39,82:59,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes into the penalty box,2nd half,87.6,62.5
3102,82:40,83:00,7. Stephanie-Elise Catley,OL Reign,Interceptions,2nd half,9.0,27.1
3103,82:40,83:00,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,9.0,27.1
3104,82:41,83:01,1. Lydia Grace Yilkari Williams,OL Reign,Wide shot (Goalkeepers),2nd half,18.5,33.5
3105,82:41,83:01,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,86.5,34.5
3106,82:41,83:01,17. Tobin Powell Powell Heath,Portland Thorns,Picking-ups,2nd half,86.5,34.5
3107,82:41,83:01,17. Tobin Powell Powell Heath,Portland Thorns,Wide shot,2nd half,86.5,34.5
3108,82:41,83:01,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,86.5,34.5
3109,82:41,83:01,17. Tobin Powell Powell Heath,Portland Thorns,Shots,2nd half,86.5,34.5
3110,82:41,83:01,17. Tobin Powell Powell Heath,Portland Thorns,Picking-ups (in opp. half),2nd half,86.5,34.5
3111,83:17,83:37,1. Lydia Grace Yilkari Williams,OL Reign,Goal kicks,2nd half,4.8,40.0
3112,83:17,83:37,1. Lydia Grace Yilkari Williams,OL Reign,Passes accurate,2nd half,4.8,40.0
3113,83:19,83:39,7. Ana Maria Crnogorcevic,Portland Thorns,Challenges (won),2nd half,59.0,4.8
3114,83:19,83:39,12. Morgan Andrews,OL Reign,Challenges (lost),2nd half,46.0,63.2
3115,83:20,83:40,15. Megan Anna Rapinoe,OL Reign,Picking-ups,2nd half,50.8,67.5
3116,83:24,83:44,15. Megan Anna Rapinoe,OL Reign,Dribbles (Unsuccessful actions),2nd half,50.8,66.8
3117,83:24,83:44,10. Lindsey Michelle Horan,Portland Thorns,Challenges (won),2nd half,54.2,1.2
3118,83:24,83:44,15. Megan Anna Rapinoe,OL Reign,Lost balls (in opp. half),2nd half,50.8,66.8
